HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.criteria,Answer.education.CollegeGrad,Answer.education.GradSchool,Answer.education.HS,Answer.education.Other school,Answer.education.SomeCollege,Answer.education.SomeGrad,Answer.feedbackForStudy,Answer.gender.female,Answer.gender.male,Answer.limb impairment,Answer.other vision condition,Answer.prevExp.1,Answer.prevExp.2,Answer.prevExp.3,Answer.prevExp.4,Answer.studyLength.1,Answer.studyLength.2,Answer.vision.far-sighted,Answer.vision.near-sighted,Answer.vision.normal,Answer.vision.other vision,Answer.visual impairment,Approve,Reject
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,25,4,0,11,2,0,27,53,0,0,44,20,16,0,21,59,0,2,77,1,,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3PWWM24LHW8EVX816FI8AEFLBJB821,A2YOGDCVJUR4SY,Rejected,Tue Oct 29 15:51:40 PDT 2019,Tue Oct 29 16:06:55 PDT 2019,Thu Nov 28 15:06:55 PST 2019,,Fri Nov 01 19:57:48 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept answers like ""none"" ""N/A"" ""good"" ""images are different"" ""I like this work"" etc. (We are looking for answers like 'I check for organization of the object and density of colors'.) Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",915,0% (0/1),0% (0/1),0% (0/1),24,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NONE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NONE,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3QILPRALQ95AKJXUSYGS22IJMDS8NG,A8WMN9UUL7WUT,Rejected,Tue Oct 29 15:29:08 PDT 2019,Tue Oct 29 15:48:25 PDT 2019,Thu Nov 28 14:48:25 PST 2019,,Fri Nov 01 19:57:03 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept your answers, because we are not asking for WHAT you saw or did in the comparison task (we asked HOW you did it). Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",1157,0% (0/1),0% (0/1),0% (0/1),26,compar image in not image,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,nothing,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3TXWC2NHN307E1895M3S1SN0TJL9SN,ANZ6CN0389LA5,Rejected,Tue Oct 29 15:34:16 PDT 2019,Tue Oct 29 15:50:02 PDT 2019,Thu Nov 28 14:50:02 PST 2019,,Fri Nov 01 19:57:03 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept your answers, because we are not asking for WHAT you saw or did in the comparison task (we asked HOW you did it). Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",946,0% (0/1),0% (0/1),0% (0/1),25,my thinking look at photos,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,no,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3U84XHCDIGN3I7OBJJ19GD9NU6FZ4U,A1QENJK6UQHPMD,Rejected,Tue Oct 29 15:59:16 PDT 2019,Tue Oct 29 16:15:52 PDT 2019,Thu Nov 28 15:15:52 PST 2019,,Fri Nov 01 20:17:06 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept your answer, because we are not asking for how confused you feel. Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",996,50% (1/2),50% (1/2),0% (0/1),32,That is different picture in show so same picture is confuseing but i am attanstand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,improvement,FALSE,TRUE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3VBEN272MO9MTBVHJS92T99NXVCGSF,A14EEWC3KEF63G,Rejected,Tue Oct 29 15:27:02 PDT 2019,Tue Oct 29 15:35:32 PDT 2019,Thu Nov 28 14:35:32 PST 2019,,Fri Nov 01 19:52:15 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept your answers, because we are not asking for WHAT you saw or did in the comparison task (we asked HOW you did it). Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",510,50% (1/2),50% (1/2),0% (0/1),25,COMPARE IMAGE AND ANOTHER IMAGE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NOTHING,FALSE,TRUE,NONE,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NONE,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,3Z7VU45IP2RMQ8RSW1I7IF2KIMAZ1M,A3KYQT21GQY4X0,Rejected,Tue Oct 29 16:18:10 PDT 2019,Tue Oct 29 16:22:15 PDT 2019,Thu Nov 28 15:22:15 PST 2019,,Fri Nov 01 19:52:15 PDT 2019,"Thank you very much for your engagement in our image study!  In our instructions, we asked explicitly for how you judge the complexity between two pictures. Unfortunately, we are unable to accept your answers, because we are not asking for WHAT you saw or did in the comparison task (we asked HOW you did it). Therefore we are unable to accept or use your results in our study. Nonetheless, we appreciate your interest and participation.",245,0% (0/1),0% (0/1),0% (0/1),28,a most of the images are complexity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,good,FALSE,TRUE,none,nothing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,320DUZ38GBWTU8CRWY0O18I01D4GJ6,A369HDC6T90Q1H,Approved,Tue Oct 29 15:38:13 PDT 2019,Tue Oct 29 15:57:45 PDT 2019,Thu Nov 28 14:57:45 PST 2019,Fri Nov 01 19:36:38 PDT 2019,,,1172,100% (2/2),100% (2/2),100% (2/2),28,I am used to the factor of best quality of pictures and understanding the factor of steganography.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,This is very interesing one and good work.,FALSE,TRUE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,320DUZ38GBWTU8CRWY0O18I01D6GJ8,A33ZLN05SVEI66,Approved,Tue Oct 29 15:41:28 PDT 2019,Tue Oct 29 15:44:58 PDT 2019,Thu Nov 28 14:44:58 PST 2019,Fri Nov 01 19:36:45 PDT 2019,,,210,100% (1/1),100% (1/1),100% (1/1),38,"The more complex photos have higher composition value, they have more depth and detail in the image.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,33L7PJKHCK88FW2EPU24B1OBBVD8TG,A1YFVXP4A1CXSF,Approved,Tue Oct 29 15:26:13 PDT 2019,Tue Oct 29 15:52:45 PDT 2019,Thu Nov 28 14:52:45 PST 2019,Fri Nov 01 19:37:01 PDT 2019,,,1592,100% (2/2),100% (2/2),100% (2/2),38,"I looked at the whole picture. Some I felt were just older, so they would be more complex to me.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,none,TRUE,FALSE,none,20/20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,33LK57MYLXFMKSQM9KXREGPT8L6SZG,ASCTCB5BHNS43,Approved,Tue Oct 29 15:26:22 PDT 2019,Tue Oct 29 15:30:16 PDT 2019,Thu Nov 28 14:30:16 PST 2019,Fri Nov 01 19:38:50 PDT 2019,,,234,100% (2/2),100% (2/2),100% (2/2),24,How much there was to focus on in the pictures. The one that had more things for my eyes to go to was more complex.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,That this was a great and easy study.,TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,33TIN5LC08K4ANKI4SVHJEB1A3EY9L,A1Z0VVDFYH9PBW,Approved,Tue Oct 29 15:29:35 PDT 2019,Tue Oct 29 15:35:30 PDT 2019,Thu Nov 28 14:35:30 PST 2019,Fri Nov 01 19:38:57 PDT 2019,,,355,100% (1/1),100% (1/1),100% (1/1),20,"I think I automatically looked for different depths/shapes and shadows, I feel these two aspects make it more complex.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Everything worked great for me, no issues.",TRUE,FALSE,none,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
3BKZLF991288G24AVS11HP60ZWZQYY,3TKN0IPJXKHDO4Z5BKA8R0PA06812D,Putting photos in order,Choose which of the two photos is more complex,"image, complexity, ranking",$0.50,Tue Oct 29 15:24:34 PDT 2019,80,BatchId:3817931;OriginalHitTemplateId:928390828;,1800,2592000,Thu Nov 28 14:24:34 PST 2019,,,34MAJL3QP8X2XEHIYC60CC48FA534O,A1HM9FS1R9YM7Y,Approved,Tue Oct 29 15:28:28 PDT 2019,Tue Oct 29 15:36:20 PDT 2019,Thu Nov 28 14:36:20 PST 2019,Fri Nov 01 19:39:03 PDT 2019,,,472,100% (2/2),100% (2/2),100% (2/2),56,The more ruffled images that are interwoven,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,TRUE,none,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,none,,
