,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
9,-0.12126014,-0.11521966,-7.476317906,-5.700153761,-6.712646635,-38.11416231,-18.54078834,-0.1027122522,12.63257611,12.45412667,-37.944779,-2.282816175,-12.63257612,-6.755295489,24.25683977,0.002296656625,0.6482703934,-1.223382495,-0.7993778579,1.58188373,-12.63257613,0.01974909825,0.6446697275,6.302910718,-0.3838706709,2.5574603,-0.5508451618,-0.3527214423,-0.6800796194,-1.391574292,6.499048756,-0.9220890615,-2.61E-16,23.64579702,-7.154424374,-1.158373865,6.094742161,-17.3525554,-23.6220285,-1.13521148,-0.6750681211,22.95257065,-0.6800796194,-6.341921906,11.7074004,-8.163372671,25.31220284,18.90059894,-5.676380067,0.2255099053,12.63257611,-6.316927047,6.387390018,-12.59768822,-13.4123813,-1.415284903,5.988627174,18.13929356,0.6385489591,-0.04242037672,12.05225849,-6.509467085,12.59768821,0.639743909,0.2611451974,11.26623458,-17.65193531,0.9216951587,0.9893439063,19.2135634,-0.6385489591,-0.5482233288,24.25683977,-11.9678839,-0.2892409995,0.2597729567,7.569839033,-36.72238774,-5.700831624,-0.6187622203,0.9055623589,18.48537636,-11.46975609,31.8112516
10,0.45770881,0.40394894,-1.195132667,5.827703229,5.833068109,-31.81125159,-6.818964105,1.174385666,31.55992973,12.08453206,-25.31220289,-0.6798696554,6.294777495,-0.3335949573,30.23840979,-0.02816323434,0.635651566,0.343947914,-0.5755705625,12.81874413,18.92735362,0.0003946469577,0.3341636983,18.90059894,0.3335261252,8.680961953,-0.5515591481,-0.9062237559,12.16250788,-3.168453049,25.51647413,0.3978462966,36.48117711,23.64579702,-1.011372996,0.6139409561,7.118146189,-0.102712252,-23.07473965,-0.0950625757,0.7000182945,22.93330298,6.032567017,-6.332369629,12.71791572,-5.487053049,31.61511356,25.23026434,0.612885348,0.9782094999,25.23026434,0.02241101914,6.342498273,-18.90059895,-7.689158089,-0.4291081422,18.20781351,30.59229608,12.22965915,0.8647588592,13.04015855,-5.500514628,18.90059893,6.672310926,0.9912191162,11.59940395,-11.82529942,0.8973927071,2.01114263,25.51647412,6.533031494,0.01366915289,30.23840979,-5.981570018,-0.9230388767,1.456985503,6.603420643,-18.64969898,11.61404459,-0.587305986,0.008706557037,7.126657301,-5.796461864,44.44382772
G,64.23,76.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,0.002613,8.94E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,-0.77630534,-0.62921497,-18.76879111,-17.31402284,-6.712646635,-57.32772563,-18.54078834,-11.87887959,-12.88389798,0,-50.82867693,-2.282816175,-25.51647405,-6.755295489,0,-1.737562388,0,-7.035044103,-1.176028901,-6.004889168,-25.51647406,-0.540028817,-5.381986339,-19.21356333,-0.4196079388,0,-1.086628144,-11.97074338,-24.4792286,-3.168453049,0,-0.9220890615,-6.430512638,-6.028219239,-7.154424374,-6.906769581,-11.30917753,-23.22036752,-30.17823544,-1.809073624,-6.466809814,0,-0.6800796194,-7.097491674,-5.709407996,-13.70083828,-6.499048715,-19.2135634,-11.47469403,-0.7668018132,-12.88389796,-23.64443952,0,-38.11416232,-24.70411542,-24.69394308,-18.2733636,0,-12.4147163,-0.3876727237,0,-13.29142949,-19.2135634,-0.04033571044,-5.921066431,0,-35.43890924,0,0,0,-6.493389168,-0.5482233288,0,-30.23840978,-1.242472335,-11.08237112,0,-42.91168976,-18.79841871,-0.6187622203,-0.8904893651,0,-28.76393654,0
max,0.99376468,0.84346868,5.879615193,13.17515633,29.44667794,0,0.1027122524,18.63691696,44.44382774,13.13324826,6.499048756,0.09121906229,31.81125163,1.099097499,42.4983829,0.3579246492,1.554837324,0.9250494713,0.2788510298,18.52195699,31.8112516,0.298072936,1.289266739,38.11416227,1.83314916,8.680961953,0,1.337290031,12.16250788,0,57.32772573,2.20225712,36.48117711,35.83974647,0.5455114117,6.378593263,12.91799671,7.192095777,0,23.13139573,0.7000182945,23.97065346,35.47924495,0,18.51776624,0,50.82867697,38.11416229,1.671806927,1.359078084,44.44382774,6.533795926,24.43664142,19.2135634,0,0.1665988276,24.63832615,30.59229608,18.10108025,1.140702913,18.81848266,0,38.11416234,36.11898886,2.017638727,11.94081786,0.7204153298,1.210315686,19.00033471,57.32772572,12.49450137,0.5598510048,42.49838291,12.2599731,0.7500375968,2.141796399,8.68003965,0,11.61404459,3.239579794,17.84683891,30.09317289,1.277097918,57.32772573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43.85732379,42.72573882,76.14606347,56.78743512,18.56408192,100,99.44907207,38.92698516,22.47411321,0,88.66334103,96.15763655,44.50983141,86.00658891,0,82.91926207,0,88.3789121,80.83339911,24.48292425,44.50983144,64.43475569,80.67429426,33.51530717,18.62641734,0,100,89.95125734,66.80695554,100,0,29.51302474,14.98545659,14.39816609,92.91537713,51.98781292,46.67972176,76.35148555,100,7.253566877,90.2325229,0,1.880786291,100,23.56613256,100,11.3366589,33.51530725,87.28325558,36.06985579,22.47411319,78.34931092,0,66.48469277,100,99.32986647,42.5836496,0,40.68291738,25.36501593,0,100,33.51530722,0.1115499554,74.58478824,0,98.00766375,0,0,0,34.19752793,49.47532058,0,71.15190681,62.35714639,83.80392266,0,100,61.81156234,16.03699771,4.752488465,0,95.74882177,0
2,12.59837732,6.955910049,23.13728119,19.24545552,0.1115499554,11.33665889,31.96128778,19.28803271,0,84.46635431,11.33665889,21.02000701,11.33665889,68.25900392,28.8436056,18.99289971,24.72030429,0,0,23.80367334,11.33665889,4.020918364,0,11.3366589,2.302249984,12.41718134,0,41.81577254,0,2.229294402,22.47411327,16.62309955,1.50E+01,42.47693835,79.11254083,0,71.88955769,56.93348823,0,0,80.60521498,47.07814089,1.992336246,4.847584024,71.83635827,40.74686539,22.47411315,22.47411327,44.10537816,16.61886785,11.33665887,19.45278925,30.55306611,0,23.08460883,69.67842821,14.42334723,19.192098,19.28803271,24.23674513,61.50296342,41.12662402,22.47411325,0,66.53371591,91.27900532,16.67329808,2.936810959,2.586994671,22.47411326,31.37553616,49.7194319,42.99110845,0,0,42.00211198,98.95634742,28.56926491,23.64851445,82.85722417,39.56316675,80.50840307,0,11.33665896
3,0,0,0,0,1.880786291,0,31.96128778,0,11.33665896,42.34117311,0,41.09004464,0,69.24711295,14.56210826,0,98.63309597,78.86328205,79.17133841,0,0,100,85.94517816,0,100,0.963903008,4.365221872,0,16.46113202,44.49106669,55.49016855,19.58133777,0,0,74.71563761,42.99195273,69.85749786,0,21.57642689,0.1473861673,0,23.79436279,0.1115499554,0,46.67972176,0,0,0,0,17.53301401,0,0,23.74392356,11.33665896,0,0,0,61.31111193,0,41.94403744,29.51658657,0,0,1.992336246,0,45.2710267,0,99.23229755,2.50099418,11.33665896,0,100,14.56210826,14.56210826,15.3909803,0,93.12111476,0,0,31.35296628,100,42.5318999,19.52540572,22.47411321
4,66.22107864,68.41636152,69.19222221,78.04197756,50.80944087,88.66334111,96.57495138,42.43884962,55.4901685,86.24294746,66.48469273,83.86422543,66.48469273,90.46831544,85.2765173,53.99658496,100,100,41.49786112,28.50372968,66.48469278,66.16298482,90.3885402,55.49016854,45.93862074,12.38570165,25.22886508,90.00222605,65.06101234,92.8067084,33.51530724,64.22037953,43.46064925,56.40691187,87.96901163,55.89345243,0,78.11338396,42.58275139,100,89.92142999,70.18438187,34.69565567,16.7127666,69.85749785,55.78373855,44.50983143,55.49016857,91.29503842,32.30871515,55.49016849,78.27504873,30.20739968,55.4901685,68.74430177,100,70.50204787,38.02018474,38.590398,79.76781773,61.5935863,57.25391978,44.50983149,83.32670192,87.87236324,97.00562863,81.43591807,99.27747187,10.18948467,66.48469282,37.01951969,48.68486389,28.8436056,100,100,97.97947637,76.07592176,42.58364959,80.70589658,100,7.096335766,4.337411001,99.65809349,44.50983147
5,41.18326912,39.21269989,68.80654788,76.01770748,1.992336246,22.47411316,31.96128778,40.68291739,33.51530718,94.82898992,33.51530712,22.56904508,33.51530712,100,42.99110845,38.39238257,42.98194727,66.43181403,41.9197976,26.23246897,33.51530713,33.53353503,94.89913829,22.47411318,63.00481834,12.41718677,27.07768798,96.32163605,32.59692482,69.41756403,77.52588679,68.02054177,29.49795213,28.50557481,68.81207782,48.06416756,23.56613256,38.18843766,21.65068908,4.791941363,77.78964206,93.46116483,50.80944087,10.91476196,0,48.50625713,33.51530713,11.33665897,44.10537816,83.5969388,33.51530716,38.50669907,25.95428816,22.47411321,76.19040969,23.6085796,28.5692649,57.27621812,38.92698515,0,58.72459968,47.66368658,11.33665896,34.69565567,73.45955791,91.21618172,33.01053336,100,4.725521577,55.49016855,37.56045525,25.50650173,85.2765173,28.8436056,44.86161474,87.88805767,100,70.50204785,19.78698685,70.06216589,69.49542361,100,38.63988809,33.51530718
6,90.48948979,91.02753874,73.41216605,100,83.32670192,66.48469281,93.7008307,100,88.66334104,97.72352892,77.52588671,69.66220382,88.66334103,85.66501901,100,83.70125294,21.80965111,83.21348585,61.46185593,30.2532744,88.66334103,0,90.28348476,77.52588683,78.12919692,35.29517609,50.08338232,95.67086812,66.91703687,31.41016436,88.66334104,54.74734341,71.43073509,85.56900544,83.40880965,100,73.68660419,100,80.54721075,30.55018888,80.60506739,97.78875013,100,1.00E+02,73.68660418,52.08400101,88.66334103,100,100,1.628428244,88.66334103,76.46152703,100,88.66334104,73.6547723,92.96683651,85.01454341,57.16034265,61.88205444,81.7358793,69.70575863,51.11267736,88.66334104,100,97.08715856,96.9191489,100,76.13976248,100,88.66334104,100,4.141827235,100,100,31.46554281,100,63.65742103,85.01454338,23.98624524,56.82405015,2.501523886,4.219613634,96.09072827,88.66334104
7,100,100,100,80.182515,100,77.5258868,93.14990277,80.75940409,100,94.82898992,100,97.80131152,100,95.24529699,100,100,60.12032966,93.79846306,40.58605012,100,100,0.3627656201,94.82737587,100,62.71752879,36.33871777,49.24147185,100,83.49492926,69.11797546,100,97.71509402,57.41635039,100,88.65241402,100,100,79.87528237,61.49330093,76.46721707,75.56586901,100,83.32670192,1.00E+02,100,45.96881362,100,44.50983152,99.37810868,100,100,100,76.65097887,100,76.05972021,46.73156079,100,61.42698739,100,60.6060976,100,44.60645701,100,66.98946663,100,100,99.88845004,51.73743411,40.48853439,100,68.60383274,25.05573067,100,100,15.39132463,94.74494005,64.62142644,85.01454338,20.12471764,43.58851363,4.853293144,0.1177973673,97.87441088,100
8,80.60246227,83.25650455,75.9969309,80.06624763,66.98946663,55.4901685,100,61.88205444,66.48469277,100,55.49016845,100,77.52588671,90.17908037,100,51.25782359,79.53896317,72.88686059,100,53.95379185,55.49016848,97.21738597,100,88.6633411,0,23.54980542,25.23022771,90.21726425,48.60825673,37.08156202,66.48469282,100,85.57665277,70.87522826,100,100,73.88715934,80.21301316,19.76290519,53.41944813,95.72223453,97.70836991,66.98946664,21.56035056,73.88715933,58.31103214,77.52588672,88.66334112,91.44281584,0,77.52588673,80.23709481,53.76228787,77.52588674,71.27993915,95.36303113,85.01454341,80.76207917,42.43884962,100,64.18950538,45.66977362,77.52588675,50.80944087,82.86633959,97.14067907,98.11921371,53.06457204,69.95191576,77.52588679,68.60383274,25.29975432,100,85.27651733,61.48541362,98.06107351,76.04443871,85.01454338,21.88661605,99.08029909,0,2.168705501,100,66.48469277
9,37.00673943,34.90194992,45.81421234,38.09177353,0,33.51530715,0,38.590398,44.50983145,94.82898992,22.47411314,0,22.47411314,0,57.07708886,83.0288622,41.69377616,73.00996595,25.88880604,30.93252531,22.47411315,66.79116387,90.33769213,44.50983147,1.586379107,29.4605634,49.30693035,87.30081732,64.95093101,56.08032468,11.33665896,0,1.50E+01,70.87522826,0,43.2686392,71.83635828,19.29410342,21.72495127,2.701882369,80.81317991,95.75279492,0,10.64558866,71.88955768,40.41698394,55.49016847,66.48469285,44.10537816,46.67769425,44.50983143,57.41724861,26.1385757,44.50983146,45.70790709,93.63697004,56.53935074,59.29366502,42.77543677,22.58949559,64.04479416,51.02507906,55.49016851,1.880786291,77.87430702,94.35061077,49.19055912,76.15328542,5.206981462,33.51530723,30.8346006,0,57.07708885,42.99110846,47.84073195,85.76830307,87.20972874,14.42334723,43.06651177,0,9.585420597,61.42714303,57.56852506,55.4901685
10,69.71555566,70.15518302,71.2973416,75.90144011,34.69565567,44.50983143,62.8735155,42.77543677,77.52588674,92.01479958,44.50983139,67.5199127,55.49016844,81.75934845,71.15190679,81.57526739,40.8821911,92.699815,41.27202018,76.74705981,77.52588676,64.48184389,85.68330373,66.48469283,33.43165868,100,49.24122376,83.14165799,100,0,44.50983151,42.24677041,100,70.87522826,79.78055336,56.60899612,76.06055718,76.01375476,23.53847297,6.872408951,100,95.67241469,18.56408192,10.78017531,76.06055717,59.95096841,66.48469275,77.52588682,91.94522114,82.08419089,66.48469276,78.42357311,25.95486901,33.51530718,68.87499124,97.60380537,85.01454341,100,80.75940409,81.94527269,69.29442073,58.61607939,66.48469278,18.56408192,87.07069238,97.14078282,65.30434433,74.14534222,10.58477474,44.5098315,68.60383274,50.70891588,71.15190678,57.07708887,16.03171223,94.82151981,76.07592718,56.53935072,100,0.8152785375,4.798954839,23.68197374,76.45367442,77.52588674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,?,,?,,,?,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,?,,,,?,,,?,,,,,,,,,
